Logging to ./data/CartPole-v0_ppo/ppo_3567743922/
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.009631575 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.307      |
|    explained_variance   | 0.729       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0102     |
|    n_updates            | 8100        |
|    policy_gradient_loss | -0.0059     |
|    value_loss           | 5.16e-05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 110        |
|    ep_rew_mean          | 110        |
| time/                   |            |
|    fps                  | 167        |
|    iterations           | 407        |
|    time_elapsed         | 77         |
|    total_timesteps      | 13024      |
| train/                  |            |
|    approx_kl            | 0.06845167 |
|    clip_fraction        | 0.138      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.292     |
|    explained_variance   | 0.973      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.046     |
|    n_updates            | 8120       |
|    policy_gradient_loss | -0.0286    |
|    value_loss           | 0.000234   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 110        |
|    ep_rew_mean          | 110        |
| time/                   |            |
|    fps                  | 167        |
|    iterations           | 408        |
|    time_elapsed         | 78         |
|    total_timesteps      | 13056      |
| train/                  |            |
|    approx_kl            | 0.06658539 |
|    clip_fraction        | 0.0906     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.288     |
|    explained_variance   | 0.861      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0507    |
|    n_updates            | 8140       |
|    policy_gradient_loss | -0.0145    |
|    value_loss           | 0.000129   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 110          |
| time/                   |              |
|    fps                  | 167          |
|    iterations           | 409          |
|    time_elapsed         | 78           |
|    total_timesteps      | 13088        |
| train/                  |              |
|    approx_kl            | 0.0091633545 |
|    clip_fraction        | 0.188        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.292       |
|    explained_variance   | 0.407        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0287      |
|    n_updates            | 8160         |
|    policy_gradient_loss | -0.0233      |
|    value_loss           | 6.69e-05     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 167         |
|    iterations           | 410         |
|    time_elapsed         | 78          |
|    total_timesteps      | 13120       |
| train/                  |             |
|    approx_kl            | 0.009800237 |
|    clip_fraction        | 0.0906      |
